"report_name","anon_report_name","report_start","report_end","landarea_cultivated","landarea_grass","landarea_noncropping","emissions_category","section","ecid","input_quantity","input_units","input_description","total_emissions_tCO2e","total_sequestration_tCO2e","scope_1_tCO2e","scope_1_CO2_tCO2e","scope_1_biogenic_CO2_tCO2e","scope_1_mechanical_CO2_tCO2e","scope_1_CH4_tCO2e","scope_1_mechanical_CH4_tCO2e","scope_1_otherbiogenic_CH4_tCO2e","scope_1_enteric_CH4_tCO2e","scope_1_manure_CH4_tCO2e","scope_1_N2O_tCO2e","scope_1_direct_N2O_tCO2e","scope_1_indirect_volatilisation_N2O_tCO2e","scope_1_mechanical_N2O_tCO2e","scope_1_otherGHG_tCO2e","scope_2_tCO2e","scope_2_CO2_tCO2e","scope_2_CH4_tCO2e","scope_2_N2O_tCO2e","scope_2_otherGHG_tCO2e","scope_3_tCO2e","scope_3_CO2_tCO2e","scope_3_CH4_tCO2e","scope_3_N2O_tCO2e","scope_3_otherGHG_tCO2e","scope_4_tCO2e","kg_manure","emission_name","harvested_area","dry_matter_intake","livestock_bought","livestock_sold","slurry_%","farm_yard_manure_%","in_field_manure_%","spread_%","spreading_grassland_%","spreading_arable_%","animal_weight_kg","ko_%","wool_produced_kg","dairy_yield","milk_fat_%","milk_protein_%","eggs_produced"
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Horticulture - Netting - Polythene enviromesh","materials","mate_00122",825,"Metres squared (m2)",NA,0.1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1153,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Horticulture - Ground cover - Polypropylene","materials","mate_00125",1000,"Metres squared (m2)",NA,0.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Horticultural packaging - Polythene bags","materials","mate_00100",100,"Kilograms (Kg)",NA,0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Horticultural packaging - Paper bags","materials","mate_00101",45,"Kilograms (Kg)",NA,0.0671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Horticultural packaging - Cardboard boxes","materials","mate_00102",2420,"Kilograms (Kg)",NA,3.1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1218,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Office - Paper","materials","mate_00131",1,"Reams (500 sheets)",NA,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Horticultural crops - Vegetables - Vegetables (general) - Most of the crop residues left in field (Default)","crops","crop_00016",4,"Tonnes harvested",NA,0.0613,0,0.0613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Horticultural crops - Vegetables - Beans and peas - Most of the beans & peas residues left in field (Default)","crops","crop_00017",1,"Tonnes harvested",NA,0.0186,0,0.0186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Organic fertility sources - Pig Slurry - Old organic fertility options - Green Waste Compost - Spring Application","crops","crop_00018",100,"Tonnes (fresh weight)",NA,2.492,0,2.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Green Manures (old) - Vetch","crops","crop_00032",0.05,"Hectares",NA,0.0151,0,0.0151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Livestock - Poultry - Chickens - Layers","livestock","live_00021",36,"Average head of livestock",NA,0.0877,0,0.0877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,NA,0,0,0,0,0,100,0,0,"0",0,NA,NA,NA,NA,0
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Road - Contracted - Van (up to 3.5t)","distribution","dist_00001",1530,"Delivery distance in miles","Veg Box Delivery",0.1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1884,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Woodland, agroforestry & silvopasture - Modelled - Average woodland options - Broadleaf woodland, no management","sequestration","sequ_00005",1,"Hectares (ha)",NA,0,-5.4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Hedgerows - Modelled - Hedgerows (large growth with trees)","sequestration","sequ_00008",330,"Length in metres",NA,0,-3.7092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Field margins (uncultivated) - Modelled","sequestration","sequ_00016",235,"Length in metres",NA,0,-0.0932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Perennial crops - Modelled - Top Fruit (average)","sequestration","sequ_00009",0.1,"Hectares (ha)",NA,0,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Soil Organic Matter - Direct Measurement","sequestration","sequ_00001",0.3,"Hectares (ha)",NA,0,-13.6534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Soil Organic Matter - Direct Measurement","sequestration","sequ_00001",0.3,"Hectares (ha)",NA,0,-5.3912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Liquid fuels - Petrol - Petrol (forecourt petrol)","fuels","fuel_00018",30,"Litres","0",0.0842,0,0.0658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Organic fertility sources - Cattle FYM - Cattle FYM: Spread on Grassland / Arable over Rest of the year","crops","crop_00020",12,"Tonnes",NA,0.2784,0,0.2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Livestock - Sheep - Ewes","livestock","live_00015",7,"Average head of livestock",NA,1.4644,0,1.4644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,100,0,0,0,"0",0,0,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Livestock - Pigs - Fattening and other pigs > 50kg","livestock","live_00012",8,"Average head of livestock",NA,0.6613,0,0.6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,NA,0,0,0,0,100,0,0,0,"0",0,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Animal Feed - Feed blends - Cattle feeds - 18% CP starch compound","livestock","live_00060",3.6,"Tonnes",NA,3.5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5845,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_25_2021","31/12/2019","31/12/2023",3.89,0,0,"Hedgerows - Modelled - Hedgerows (large growth with trees)","sequestration","sequ_00008",720,"Length in metres",NA,0,-3.2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Livestock - Beef cattle - Beef cattle (1+ years)","livestock","live_00005",80,"Average head of livestock",NA,218.9596,0,218.9596,0,0,0,198.8013,0,0,0,0,20.1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,42,58,0,100,0,"650",0,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Livestock - Beef cattle - Beef cattle (1+ years)","livestock","live_00005",58,"Average head of livestock",NA,144.59,0,144.59,0,0,0,129.9753,0,0,0,0,14.6148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,42,58,0,100,0,"200",0,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Livestock - Beef cattle - Beef cattle (1+ years)","livestock","live_00005",70,"Average head of livestock",NA,184.1104,0,184.1104,0,0,0,166.4719,0,0,0,0,17.6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,42,58,0,100,0,"453",0,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Livestock - Beef cattle - Beef cattle (1+ years)","livestock","live_00005",29,"Average head of livestock",NA,96.9227,0,96.9227,0,0,0,83.2466,0,0,0,0,13.6761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,100,0,0,100,0,"618",0,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Livestock - Beef cattle - Beef cattle (1+ years)","livestock","live_00005",2,"Average head of livestock",NA,5.4828,0,5.4828,0,0,0,4.5397,0,0,0,0,0.9432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,100,0,0,100,0,"115",0,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Livestock - Beef cattle - Beef cattle (1+ years)","livestock","live_00005",6,"Average head of livestock",NA,15.2667,0,15.2667,0,0,0,13.7549,0,0,0,0,1.5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,42,58,0,100,0,"295",0,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Livestock - Beef cattle - Beef cattle (1+ years)","livestock","live_00005",6,"Average head of livestock",NA,16.0803,0,16.0803,0,0,0,14.5684,0,0,0,0,1.5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,42,58,0,100,0,"545",0,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Agricultural crops - Fodder and Forage crops - Root forage crops (assuming most is consumed or removed)","crops","crop_00012",200,"Tonnes harvested",NA,7.6842,0,7.6842,0,0,0,0,0,0,0,0,7.6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Agricultural crops - Barley - Half of the barley straw removed (Default)","crops","crop_00002",12.5,"Tonnes harvested",NA,0.5538,0,0.5538,0,0,0,0,0,0,0,0,0.5538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Livestock - Sheep - Ewes","livestock","live_00015",19,"Average head of livestock",NA,4.3196,0,4.3196,0,0,0,3.8223,0,0,0,0,0.4973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,100,0,100,0,"80",0,0,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Livestock - Sheep - Lambs","livestock","live_00017",6,"Average head of livestock",NA,0.5875,0,0.5875,0,0,0,0.5099,0,0,0,0,0.0776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,100,0,100,0,"25",0,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Livestock - Sheep - Ewes","livestock","live_00015",4,"Average head of livestock",NA,0.8924,0,0.8924,0,0,0,0.8026,0,0,0,0,0.0898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,100,0,0,0,"75",0,0,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Livestock - Beef cattle - Bulls for breeding","livestock","live_00007",2,"Average head of livestock",NA,4.6298,0,4.6298,0,0,0,4.1259,0,0,0,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,42,58,0,100,0,"800",0,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Livestock - Sheep - Rams or tups","livestock","live_00016",1,"Average head of livestock",NA,0.2639,0,0.2639,0,0,0,0.2345,0,0,0,0,0.0294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,100,0,0,0,"85",0,0,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Fertilisers - Custom blend solid fertiliser","inputs","inpu_00022",30,"Tonnes",NA,46.6558,0,21.8222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8336,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Lime and mineral fertilisers - Lime - Ground limestone","crops","crop_00022",20,"Tonnes",NA,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,1.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Sprays - Generic spray products - Herbicide","inputs","inpu_00020",10.98,"Kg of active ingredient","0",0.2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2924,0,0,0,0.2924,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Liquid fuels - Diesel - Red diesel (gas oil)","fuels","fuel_00016",19000,"Litres","0",64.4309,0,52.4115,51.7655,0,0,0.0551,0,0,0,0,0.5909,0,0,0,0,0,0,0,0,0,12.0175,0,0,0,12.0175,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Liquid fuels - Petrol - Petrol (forecourt petrol)","fuels","fuel_00018",100,"Litres","0",0.2807,0,0.2138,0.2125,0,0,0.0007,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0.0599,0,0,0,0.0599,0.007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Renewable energy - Solar PV - Solar panels","materials","mate_00155",80,"Metres squared (m2)",NA,16.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.64,16.64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Electricity - Off-grid (renewable)","fuels","fuel_00014",510,"Kilowatt hours (kWh)","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Plastics - Average","waste","wast_00014",0,"Tonnes",NA,0,-1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Agricultural consumables - LDPE bale wrap","materials","mate_00111",800,"Kilograms (Kg)",NA,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,2.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Agricultural consumables - HDPE net wrap","materials","mate_00116",200,"Kilograms (Kg)",NA,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,0,0,0,0.386,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Fencing - Wire & netting - Fencing wire (High tensile) by weight","materials","mate_00069",46,"Kilograms (Kg)",NA,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0,0.127,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Fencing - Fencing posts - Fence posts - round - Pine/Spruce posts (4ft 6in)","materials","mate_00063",200,"Number of posts",NA,0.2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2017,0,0,0,0.2017,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Fencing - Wire & netting - Fencing wire (High tensile) by weight","materials","mate_00069",78,"Kilograms (Kg)",NA,0.2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2153,0,0,0,0.2153,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Metal - Steel - Galvanised","materials","mate_00037",0.6,"Tonnes",NA,1.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.656,0,0,0,1.656,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Countryside Stewardship - Modelled - WD4 - Management of wood pasture and parkland [HC12] - WD4 - wood pasture baseline","sequestration","sequ_00181",0.3,"Hectares (ha)","0",0,-0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Higher tier stewardship & land management change - Modelled - Rough permanent grassland + HC17 (creation of successional areas of scrub)","sequestration","sequ_00035",0.5,"Hectares (ha)",NA,0,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Woodland, agroforestry & silvopasture - Modelled - Average woodland options - Mixed woodland, no management","sequestration","sequ_00003",0.8,"Hectares (ha)",NA,0,-4.2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Hedgerows - Modelled - Managed hedgerow (generic)","sequestration","sequ_00007",3169,"Length in metres",NA,0,-2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Woodland, agroforestry & silvopasture - Modelled - Individual field trees","sequestration","sequ_00006",18,"Number of trees",NA,0,-1.9044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Animal Feed - Feed components (GFLI) - Barley grains","livestock","live_00047",12,"Tonnes",NA,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,4.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Animal Feed - Straw feed - Wheat straw (by fresh weight)","livestock","live_00040",76,"Tonnes (fresh weight)",NA,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,3.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Electricity - Electricity exported to grid","fuels","fuel_00015",111.2,"Kilowatt hours (kWh)","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_26_2021","31/12/2019","31/12/2023",0,101,0,"Hedgerows - Modelled - Hedgerows (large growth with trees)","sequestration","sequ_00008",300,"Length in metres",NA,0,-1.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_27_2021","31/12/2019","31/12/2023",0,48.5,2.5,"Liquid fuels - Diesel - Red diesel (gas oil)","fuels","fuel_00016",1250,"Litres","0",4.2387,0,3.4481,3.4056,0,0,0.0036,0,0,0,0,0.0389,0,0,0,0,0,0,0,0,0,0.7906,0,0,0,0.7906,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_27_2021","31/12/2019","31/12/2023",0,48.5,2.5,"Electricity - Average tariff","fuels","fuel_00012",11680,"Kilowatt hours (kWh)","0",3.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2589,2.2332,0.0093,0.0164,0,0.7966,0.2044,0.0012,0.0012,0.5898,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_27_2021","31/12/2019","31/12/2023",0,48.5,2.5,"Solid fuels - Wood pellets","fuels","fuel_00009",13000,"Kilograms (kg)","0",24.7624,0,0.6578,0,0,0,0,0,0,0,0,0,0,0,0,0.6578,0,0,0,0,0,2.301,0,0,0,2.301,21.8036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 1","farm_27_2021","31/12/2019","31/12/2023",0,48.5,2.5,"Liquid fuels - Diesel - Road diesel (forecourt diesel)","fuels","fuel_00017",840,"Litres","0",2.661,0,2.1065,2.0774,0,0,0.0003,0,0,0,0,0.0288,0,0,0,0,0,0,0,0,0,0.5123,0,0,0,0.5123,0.0422,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
