"report_name","anon_report_name","report_start","report_end","landarea_cultivated","landarea_grass","landarea_noncropping","emissions_category","section","ecid","input_quantity","input_units","input_description","total_emissions_tCO2e","total_sequestration_tCO2e","scope_1_tCO2e","scope_1_CO2_tCO2e","scope_1_biogenic_CO2_tCO2e","scope_1_mechanical_CO2_tCO2e","scope_1_CH4_tCO2e","scope_1_mechanical_CH4_tCO2e","scope_1_otherbiogenic_CH4_tCO2e","scope_1_enteric_CH4_tCO2e","scope_1_manure_CH4_tCO2e","scope_1_N2O_tCO2e","scope_1_direct_N2O_tCO2e","scope_1_indirect_volatilisation_N2O_tCO2e","scope_1_mechanical_N2O_tCO2e","scope_1_otherGHG_tCO2e","scope_2_tCO2e","scope_2_CO2_tCO2e","scope_2_CH4_tCO2e","scope_2_N2O_tCO2e","scope_2_otherGHG_tCO2e","scope_3_tCO2e","scope_3_CO2_tCO2e","scope_3_CH4_tCO2e","scope_3_N2O_tCO2e","scope_3_otherGHG_tCO2e","scope_4_tCO2e","kg_manure","emission_name","harvested_area","dry_matter_intake","livestock_bought","livestock_sold","slurry_%","farm_yard_manure_%","in_field_manure_%","spread_%","spreading_grassland_%","spreading_arable_%","animal_weight_kg","ko_%","wool_produced_kg","dairy_yield","milk_fat_%","milk_protein_%","eggs_produced"
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Actual spray products - Fungicides - Soratel","inputs","inpu_05412",1.37,"Litres","0",0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Actual spray products - Fungicides - Tubosan","inputs","inpu_05626",3.5,"Litres","0",0.0255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255,0,0,0,0.0255,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Actual spray products - Fungicides - Velogy Era","inputs","inpu_05665",5.31,"Litres","0",0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116,0,0,0,0.0116,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Actual spray products - Growth Regulators - Medax Max","inputs","inpu_06687",1.6,"Kilograms (Kg)","0",0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0.0015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Actual spray products - Herbicides - Axial Pro","inputs","inpu_00365",3,"Litres","0",0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0,0.0044,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Actual spray products - Herbicides - Basilico","inputs","inpu_01055",2,"Litres","0",0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053,0,0,0,0.0053,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Actual spray products - Herbicides - Diniro","inputs","inpu_01667",2,"Kilograms (Kg)","0",0.0213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213,0,0,0,0.0213,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Actual spray products - Herbicides - Meruba","inputs","inpu_02590",5,"Litres","0",0.0133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,0,0,0.0133,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Actual spray products - Herbicides - Nirvana","inputs","inpu_03817",9,"Litres","0",0.0638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638,0,0,0,0.0638,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Actual spray products - Herbicides - Saturn","inputs","inpu_03261",9.52,"Litres","0",0.0254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254,0,0,0,0.0254,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Actual spray products - Herbicides - Sempra","inputs","inpu_03284",4.9,"Litres","0",0.0653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653,0,0,0,0.0653,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Actual spray products - Herbicides - Starane Hi-Load HL","inputs","inpu_00426",1.81,"Litres","0",0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0,0.0175,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Actual spray products - Insecticides - Cythrin 500 EC","inputs","inpu_05928",0.7,"Litres","0",0.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066,0,0,0,0.0066,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_8_2025","01/01/2022","31/12/2025",13,158,0,"Sprays - Generic spray products - Insecticide","inputs","inpu_00021",0.07,"Kg of active ingredient","Sceptre (25g/kg AI for 2.81kg product)",0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0.0013,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Agricultural consumables - Bale wrap by round bale (0.95kg/bale LDPE film)","materials","mate_00224",200,"Number of Bales",NA,0.4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4864,0,0,0,0.4864,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Tyres - Rubber tyres by weight","materials","mate_00135",500,"Kilograms (Kg)",NA,1.6678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6678,0,0,0,1.6678,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Water & Sewage - Water (non-mains)","materials","mate_00138",21900,"Metres cubed (m3)",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Hedgerows - Modelled - Hedgerows (large growth with trees)","sequestration","sequ_00008",90232,"Length in metres",NA,0,-811.3661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Woodland, agroforestry & silvopasture - Modelled - Average woodland options - Broadleaf woodland, no management","sequestration","sequ_00005",20,"Hectares (ha)",NA,0,-108.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Countryside Stewardship - Modelled - GS4 - Legume and herb-rich swards [HK21] - GS4 - temporary grassland silage baseline","sequestration","sequ_00109",86,"Hectares (ha)","0",0,-269.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Countryside Stewardship - Modelled - WD7 - Management of successional areas and scrub [HC15, HC16] - WD7 - unimproved grassland - lowland cattle baseline","sequestration","sequ_00188",1,"Hectares (ha)","0",0,-0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Countryside Stewardship - Modelled - WD9 - Livestock exclusion supplement - scrub and successional areas [HC11] - WD9 - woodland [mature] + grazing baseline","sequestration","sequ_00190",1,"Hectares (ha)","0",0,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Livestock - Dairy cattle - Dairy cows","livestock","live_00001",466,"Average head of livestock",NA,2396.4176,0,2396.4176,0,0,0,2178.6212,0,0,1778.0068,400.6144,217.7964,127.7783,58.2238,0,0,0,0,0,0,0,0,0,0,0,0,0,821534.7,NA,18,0,83,0,0,0,0,100,0,575,"Milking herd",0,NA,5800,4.98,3.95,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Livestock - Dairy cattle - Dairy heifers","livestock","live_00002",208,"Average head of livestock",NA,437.7841,0,437.7841,0,0,0,346.2435,0,0,341.6648,4.5787,91.5406,51.2167,25.0962,0,0,0,0,0,0,0,0,0,0,0,0,0,216372,NA,0,0,3,0,0,0,0,0,0,500,"Replacement heifers",0,NA,0,4,3.2,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Livestock - Beef cattle - Beef cattle (1+ years)","livestock","live_00005",62,"Average head of livestock",NA,71.6334,0,71.6334,0,0,0,66.2522,0,0,62.1877,4.0645,5.3812,3.2297,1.4496,0,0,0,0,0,0,0,0,0,0,0,0,0,15478.92,NA,0,0,0,0,0,0,0,50,50,120,"114 Beef heifers born Aug/Sept 2024",0,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Livestock - Beef cattle - Beef finishing heifers (18+ months)","livestock","live_00006",100,"Average head of livestock",NA,210.1706,0,210.1706,0,0,0,179.3637,0,0,177.8778,1.4859,30.8069,17.2364,8.4458,0,0,0,0,0,0,0,0,0,0,0,0,0,93622.5,NA,0,0,0,0,0,0,0,0,0,450,"199 Beef heifers born Aug/Sept 2023 sold at 18 month",0,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Livestock - Beef cattle - Calves (under 1 year)","livestock","live_00113",86,"Average head of livestock",NA,44.5351,0,44.5351,0,0,0,30.3525,0,0,27.6642,2.6883,14.1826,8.6469,3.8046,0,0,0,0,0,0,0,0,0,0,0,0,0,40257.675,NA,0,0,6,0,0,0,0,100,0,225,"172 Beef calves born Aug/Sept 2024",0,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Livestock - Beef cattle - Finishing bulls (beef)","livestock","live_00008",128,"Average head of livestock",NA,109.5554,0,109.5554,0,0,0,78.8854,0,0,77.4061,1.4793,30.67,17.1598,8.4083,0,0,0,0,0,0,0,0,0,0,0,0,0,93206.4,NA,0,0,131,0,0,0,0,100,0,350,"170 Steers born Aug/Sept 2023 killed at 15 months",0,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Agricultural crops - Sugar Beet - Wholecrop or most of the sugar beet residues removed","crops","crop_00150",2000,"Tonnes harvested",NA,8.4238,0,8.4238,0,0,0,0,0,0,0,0,8.4238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Agricultural crops - Maize - Wholecrop or most of the maize residues removed","crops","crop_00140",16,"Tonnes harvested",NA,0.2944,0,0.2944,0,0,0,0,0,0,0,0,0.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Agricultural crops - Barley - Wholecrop or most of the barley straw removed","crops","crop_00111",1144,"Tonnes harvested",NA,36.773,0,36.773,0,0,0,0,0,0,0,0,36.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Green manures, temporary grasslands, and cut forages - Non-N-fixing forages (assumed 5 years between crop renewals) - Forage crop: half of the non-N-fixing forage residues foraged in place","crops","crop_00191",624,"Tonnes harvested",NA,12.065,0,12.065,0,0,0,0,0,0,0,0,12.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Animal Feed - Feed blends - Cattle feeds - 16% CP Dairy blend","livestock","live_00057",394,"Tonnes",NA,228.5436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.5436,0,0,0,228.5436,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Animal Feed - Calf rearing - Whole milk powder","livestock","live_00096",16,"Tonnes",NA,17.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.408,0,0,0,17.408,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Fertilisers - Generic solid fertilisers (average) - Super phosphate (18% P2O5) - Europe origin - SSP","inputs","inpu_00293",13.8,"Tonnes","Listed as 2500kg of total P, so converted to SP",1.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.104,0,0,0,1.104,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Bedding - Wood Shavings","livestock","live_00107",300,"Tonnes",NA,78.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.9,0,0,0,78.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Liquid fuels - Diesel - Red diesel (gas oil)","fuels","fuel_00016",16000,"Litres","0",54.1136,0,44.0864,43.5856,0,0,0.0512,0,0,0,0,0.4496,0,0,0,0,0,0,0,0,0,10.0272,0,0,0,10.0272,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Electricity - 100% Renewable tariff","fuels","fuel_00109",35000,"Kilowatt hours (kWh)","0",7.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.868,0.7525,0.0035,0.0035,7.1085,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Herbicides - Betasana SC","inputs","inpu_01091",55.68,"Litres","0",0.2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2373,0,0,0,0.2373,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Herbicides - Efeckt","inputs","inpu_01748",22.27,"Litres","0",0.2966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2966,0,0,0,0.2966,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Herbicides - Betanal Turbo","inputs","inpu_01090",10.06,"Litres","0",0.0429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429,0,0,0,0.0429,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Herbicides - Debut","inputs","inpu_00381",0.61,"Kilograms (Kg)","0",0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081,0,0,0,0.0081,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Herbicides - Venzar 500SC","inputs","inpu_03701",8.1,"Litres","0",0.1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1079,0,0,0,0.1079,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Herbicides - Target Flo","inputs","inpu_00431",25.29,"Litres","0",0.4715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4715,0,0,0,0.4715,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Adjuvants - Newman Cropspray 11E","inputs","inpu_00491",25.29,"Litres","0",0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0,0,0,0.0152,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Herbicides - Barracuda","inputs","inpu_01047",17.86,"Litres","0",0.0476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476,0,0,0,0.0476,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Herbicides - Bandera","inputs","inpu_00986",10,"Litres","0",0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0,0,0,0.0109,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Herbicides - Gyo","inputs","inpu_02134",13.4,"Litres","0",0.2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2141,0,0,0,0.2141,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Fungicides - Clayton Tuskar","inputs","inpu_04210",10.85,"Litres","0",0.0792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792,0,0,0,0.0792,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Fungicides - Profi Prothio 250 EC","inputs","inpu_05152",21.7,"Litres","0",0.1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1583,0,0,0,0.1583,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Fungicides - Priaxor EC","inputs","inpu_00080",40.68,"Litres","0",0.2671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2671,0,0,0,0.2671,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Sprays - Actual spray products - Herbicides - Falcon","inputs","inpu_00119",30.39,"Litres","0",0.0809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809,0,0,0,0.0809,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Fertilisers - Custom blend solid fertiliser","inputs","inpu_00022",0.27,"Tonnes",NA,0.2319,0,0.1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1217,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Lime and mineral fertilisers - Lime - Ground limestone","crops","crop_00022",250,"Tonnes",NA,45,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,15,0,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Organic fertility sources - Digestate - Foodwaste based digestate - Foodwaste based digestate liquid: Spread on Grassland","crops","crop_00426",4.9,"Cubic meters",NA,0.1461,0,0.1461,0,0,0,0,0,0,0,0,0.1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Woodland, agroforestry & silvopasture - Modelled - Individual field trees","sequestration","sequ_00006",200,"Number of trees",NA,0,-0.0138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Organic fertility sources - Cattle FYM - Cattle FYM: Plough incorporated on Grassland / Arable in Spring","crops","crop_00201",283,"Tonnes",NA,2.8399,0,2.8399,0,0,0,0,0,0,0,0,2.8399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Organic fertility sources - Cattle slurry - Cattle slurry 6% DM - Cattle Slurry (6%DM): Trail shoe on Arable in Autumn / Summer","crops","crop_00258",1038,"Tonnes",NA,13.1192,0,13.1192,0,0,0,0,0,0,0,0,13.1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_9_2025","01/01/2022","31/12/2025",0,97,0,"Livestock - Beef cattle - Calves (under 1 year)","livestock","live_00113",86,"Average head of livestock",NA,44.5351,0,44.5351,0,0,0,30.3525,0,0,27.6642,2.6883,14.1826,8.6469,3.8046,0,0,0,0,0,0,0,0,0,0,0,0,0,40257.675,NA,0,0,6,0,0,0,0,100,0,225,"172 Beef calves born Aug/Sept 2024",0,NA,NA,NA,NA,NA
"FNZ year 5","farm_11_2025","01/01/2022","31/12/2025",280,178,34,"Liquid fuels - Petrol - Petrol (forecourt petrol)","fuels","fuel_00018",1530,"Litres","0",4.2768,0,3.1891,3.1677,0,0,0.0124,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0.8888,0,0,0,0.8888,0.1989,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_11_2025","01/01/2022","31/12/2025",280,178,34,"Liquid fuels - Diesel - Red diesel (gas oil)","fuels","fuel_00016",9500,"Litres","0",32.1299,0,26.1763,25.879,0,0,0.0304,0,0,0,0,0.2669,0,0,0,0,0,0,0,0,0,5.9537,0,0,0,5.9537,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNZ year 5","farm_11_2025","01/01/2022","31/12/2025",280,178,34,"Electricity - Average tariff","fuels","fuel_00012",2587,"Kilowatt hours (kWh)","0",1.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5355,0.5301,0.0023,0.0031,0,0.1764,0.0468,0.0003,0.0003,0.1291,0.2978,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
